,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
7978,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,10.0,4.0,Ingredients,Friday,12.0,Deliver Now Holding,Munich District Four,Student
7979,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,56.0,3.0,Waiter,Sunday,18.0,Deliver Now Holding,Munich District One,Teenager
7980,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,13.0,4.0,Waiter,Tuesday,13.0,Deliveruu Inc.,Munich District One,Senior
7981,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,35.0,1.0,Chef 2,Monday,21.0,Feedera SE,Munich District One,Teenager
7982,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,12.0,0.0,Delivery Scooters ,Sunday,18.0,BestOrder Inc.,Munich District One,Student
7983,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,47.0,0.0,Chef 1,Sunday,13.0,Orderly SE,Munich District One,Senior
7984,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,5.0,0.0,Ingredients,Saturday,12.0,Orderly SE,Munich District One,Teenager
7985,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,9.0,5.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Four,Student
7986,1279,07/06/2018 05:01,Payment customer,A,Munich District Two,2.0,3.0,Ingredients,Thursday,20.0,BestOrder Inc.,Munich District Four,Student
7987,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,16.0,3.0,Distribution channel fees,Friday,13.0,Deliver Now Holding,Munich District One,Adult
7988,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,10.0,4.0,Ingredients,Friday,12.0,Deliver Now Holding,Munich District Four,Student
7989,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,56.0,3.0,Waiter,Sunday,18.0,Deliver Now Holding,Munich District One,Teenager
7990,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,13.0,4.0,Waiter,Tuesday,13.0,Deliveruu Inc.,Munich District One,Senior
7991,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,35.0,1.0,Chef 2,Monday,21.0,Feedera SE,Munich District One,Teenager
7992,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,12.0,0.0,Delivery Scooters ,Sunday,18.0,BestOrder Inc.,Munich District One,Student
7993,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,47.0,0.0,Chef 1,Sunday,13.0,Orderly SE,Munich District One,Senior
7994,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,5.0,0.0,Ingredients,Saturday,12.0,Orderly SE,Munich District One,Teenager
7995,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,9.0,5.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Four,Student
7996,1280,07/06/2018 05:01,Baking pizza ready,A,Munich District Two,2.0,3.0,Ingredients,Thursday,20.0,BestOrder Inc.,Munich District Four,Student
7997,1281,01/03/2018 00:51,Start preparing pizza,A,Munich District Two,10.0,3.0,Phone Bill,Sunday,18.0,Feedera SE,Munich District Three,Student
7998,1281,01/03/2018 00:51,Start preparing pizza,A,Munich District Two,49.0,4.0,Chef 1,Sunday,19.0,Feedera SE,Munich District Three,Student
7999,1281,01/03/2018 00:51,Start preparing pizza,A,Munich District Two,9.0,1.0,Delivery Scooters ,Friday,11.0,Deliver Now Holding,Munich District One,Student
8000,1281,01/03/2018 00:51,Start preparing pizza,A,Munich District Two,38.0,2.0,Chef 2,Sunday,11.0,Deliver Now Holding,Munich District One,Teenager
8001,1281,01/03/2018 00:51,Start preparing pizza,A,Munich District Two,9.0,0.0,Delivery Guy 1 ,Sunday,20.0,BestOrder Inc.,Munich District Five,Teenager
8002,1282,01/03/2018 00:51,Order at the counter (shop),A,Munich District Two,10.0,3.0,Phone Bill,Sunday,18.0,Feedera SE,Munich District Three,Student
8003,1282,01/03/2018 00:51,Order at the counter (shop),A,Munich District Two,49.0,4.0,Chef 1,Sunday,19.0,Feedera SE,Munich District Three,Student
8004,1282,01/03/2018 00:51,Order at the counter (shop),A,Munich District Two,9.0,1.0,Delivery Scooters ,Friday,11.0,Deliver Now Holding,Munich District One,Student
8005,1282,01/03/2018 00:51,Order at the counter (shop),A,Munich District Two,38.0,2.0,Chef 2,Sunday,11.0,Deliver Now Holding,Munich District One,Teenager
8006,1282,01/03/2018 00:51,Order at the counter (shop),A,Munich District Two,9.0,0.0,Delivery Guy 1 ,Sunday,20.0,BestOrder Inc.,Munich District Five,Teenager
8007,1283,01/03/2018 00:52,Start baking pizza,B,Munich District Two,10.0,3.0,Phone Bill,Sunday,18.0,Feedera SE,Munich District Three,Student
8008,1283,01/03/2018 00:52,Start baking pizza,B,Munich District Two,49.0,4.0,Chef 1,Sunday,19.0,Feedera SE,Munich District Three,Student
8009,1283,01/03/2018 00:52,Start baking pizza,B,Munich District Two,9.0,1.0,Delivery Scooters ,Friday,11.0,Deliver Now Holding,Munich District One,Student
8010,1283,01/03/2018 00:52,Start baking pizza,B,Munich District Two,38.0,2.0,Chef 2,Sunday,11.0,Deliver Now Holding,Munich District One,Teenager
8011,1283,01/03/2018 00:52,Start baking pizza,B,Munich District Two,9.0,0.0,Delivery Guy 1 ,Sunday,20.0,BestOrder Inc.,Munich District Five,Teenager
8012,1284,01/03/2018 00:59,Baking pizza ready,A,Munich District Two,10.0,3.0,Phone Bill,Sunday,18.0,Feedera SE,Munich District Three,Student
8013,1284,01/03/2018 00:59,Baking pizza ready,A,Munich District Two,49.0,4.0,Chef 1,Sunday,19.0,Feedera SE,Munich District Three,Student
8014,1284,01/03/2018 00:59,Baking pizza ready,A,Munich District Two,9.0,1.0,Delivery Scooters ,Friday,11.0,Deliver Now Holding,Munich District One,Student
8015,1284,01/03/2018 00:59,Baking pizza ready,A,Munich District Two,38.0,2.0,Chef 2,Sunday,11.0,Deliver Now Holding,Munich District One,Teenager
8016,1284,01/03/2018 00:59,Baking pizza ready,A,Munich District Two,9.0,0.0,Delivery Guy 1 ,Sunday,20.0,BestOrder Inc.,Munich District Five,Teenager
8017,1285,01/03/2018 00:59,Payment customer,B,Munich District Two,10.0,3.0,Phone Bill,Sunday,18.0,Feedera SE,Munich District Three,Student
8018,1285,01/03/2018 00:59,Payment customer,B,Munich District Two,49.0,4.0,Chef 1,Sunday,19.0,Feedera SE,Munich District Three,Student
8019,1285,01/03/2018 00:59,Payment customer,B,Munich District Two,9.0,1.0,Delivery Scooters ,Friday,11.0,Deliver Now Holding,Munich District One,Student
8020,1285,01/03/2018 00:59,Payment customer,B,Munich District Two,38.0,2.0,Chef 2,Sunday,11.0,Deliver Now Holding,Munich District One,Teenager
8021,1285,01/03/2018 00:59,Payment customer,B,Munich District Two,9.0,0.0,Delivery Guy 1 ,Sunday,20.0,BestOrder Inc.,Munich District Five,Teenager
8022,1286,08/03/2018 02:07,Start preparing pizza,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8023,1286,08/03/2018 02:07,Start preparing pizza,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8024,1286,08/03/2018 02:07,Start preparing pizza,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8025,1286,08/03/2018 02:07,Start preparing pizza,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8026,1286,08/03/2018 02:07,Start preparing pizza,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8027,1287,08/03/2018 02:07,Order by phone,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8028,1287,08/03/2018 02:07,Order by phone,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8029,1287,08/03/2018 02:07,Order by phone,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8030,1287,08/03/2018 02:07,Order by phone,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8031,1287,08/03/2018 02:07,Order by phone,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8032,1288,08/03/2018 02:13,Start baking pizza,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8033,1288,08/03/2018 02:13,Start baking pizza,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8034,1288,08/03/2018 02:13,Start baking pizza,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8035,1288,08/03/2018 02:13,Start baking pizza,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8036,1288,08/03/2018 02:13,Start baking pizza,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8037,1289,08/03/2018 02:20,Baking pizza ready,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8038,1289,08/03/2018 02:20,Baking pizza ready,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8039,1289,08/03/2018 02:20,Baking pizza ready,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8040,1289,08/03/2018 02:20,Baking pizza ready,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8041,1289,08/03/2018 02:20,Baking pizza ready,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8042,1290,08/03/2018 02:22,Plan route,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8043,1290,08/03/2018 02:22,Plan route,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8044,1290,08/03/2018 02:22,Plan route,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8045,1290,08/03/2018 02:22,Plan route,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8046,1290,08/03/2018 02:22,Plan route,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8047,1291,08/03/2018 02:23,Departure pizza,B,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8048,1291,08/03/2018 02:23,Departure pizza,B,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8049,1291,08/03/2018 02:23,Departure pizza,B,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8050,1291,08/03/2018 02:23,Departure pizza,B,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8051,1291,08/03/2018 02:23,Departure pizza,B,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8052,1292,08/03/2018 02:27,Pizza arrives at customer,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8053,1292,08/03/2018 02:27,Pizza arrives at customer,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8054,1292,08/03/2018 02:27,Pizza arrives at customer,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8055,1292,08/03/2018 02:27,Pizza arrives at customer,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8056,1292,08/03/2018 02:27,Pizza arrives at customer,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8057,1293,08/03/2018 02:59,Payment customer,A,Munich District Two,37.0,5.0,Delivery Scooters ,Sunday,18.0,Deliver Now Holding,Munich District Four,Teenager
8058,1293,08/03/2018 02:59,Payment customer,A,Munich District Two,3.0,5.0,Waiter,Sunday,11.0,Deliveruu Inc.,Munich District One,Student
8059,1293,08/03/2018 02:59,Payment customer,A,Munich District Two,4.0,4.0,Ingredients,Sunday,12.0,Deliver Now Holding,Munich District One,Student
8060,1293,08/03/2018 02:59,Payment customer,A,Munich District Two,5.0,3.0,Chef 1,Wednesday,14.0,Feedera SE,Munich District Three,Student
8061,1293,08/03/2018 02:59,Payment customer,A,Munich District Two,37.0,3.0,Ingredients,Thursday,13.0,Deliveruu Inc.,Munich District One,Student
8062,1294,01/07/2018 12:10,Order by phone,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8063,1294,01/07/2018 12:10,Order by phone,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8064,1294,01/07/2018 12:10,Order by phone,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8065,1294,01/07/2018 12:10,Order by phone,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8066,1295,01/07/2018 12:12,Start preparing pizza,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8067,1295,01/07/2018 12:12,Start preparing pizza,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8068,1295,01/07/2018 12:12,Start preparing pizza,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8069,1295,01/07/2018 12:12,Start preparing pizza,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8070,1296,01/07/2018 12:16,Start baking pizza,B,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8071,1296,01/07/2018 12:16,Start baking pizza,B,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8072,1296,01/07/2018 12:16,Start baking pizza,B,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8073,1296,01/07/2018 12:16,Start baking pizza,B,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8074,1297,01/07/2018 12:29,Departure pizza,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8075,1297,01/07/2018 12:29,Departure pizza,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8076,1297,01/07/2018 12:29,Departure pizza,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8077,1297,01/07/2018 12:29,Departure pizza,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8078,1298,01/07/2018 12:29,Baking pizza ready,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8079,1298,01/07/2018 12:29,Baking pizza ready,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8080,1298,01/07/2018 12:29,Baking pizza ready,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8081,1298,01/07/2018 12:29,Baking pizza ready,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8082,1299,01/07/2018 12:29,Plan route,B,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8083,1299,01/07/2018 12:29,Plan route,B,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8084,1299,01/07/2018 12:29,Plan route,B,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8085,1299,01/07/2018 12:29,Plan route,B,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8086,1300,01/07/2018 12:34,Pizza arrives at customer,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8087,1300,01/07/2018 12:34,Pizza arrives at customer,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8088,1300,01/07/2018 12:34,Pizza arrives at customer,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8089,1300,01/07/2018 12:34,Pizza arrives at customer,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8090,1301,01/07/2018 12:48,Payment customer,A,Munich District Two,33.0,0.0,Chef 1,Sunday,19.0,Deliver Now Holding,Munich District One,Teenager
8091,1301,01/07/2018 12:48,Payment customer,A,Munich District Two,7.0,4.0,Chef 1,Sunday,12.0,Deliver Now Holding,Munich District Two,Teenager
8092,1301,01/07/2018 12:48,Payment customer,A,Munich District Two,38.0,2.0,Chef 1,Sunday,13.0,TownExpress Inc. ,Munich District Two,Student
8093,1301,01/07/2018 12:48,Payment customer,A,Munich District Two,20.0,1.0,Delivery Scooters ,Friday,21.0,Deliver Now Holding,Munich District One,Teenager
8094,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,5.0,5.0,Chef 1,Friday,17.0,BestOrder Inc.,Munich District One,Student
8095,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,9.0,1.0,Waiter,Friday,11.0,BestOrder Inc.,Munich District Three,Student
8096,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,2.0,4.0,Phone Bill,Sunday,14.0,Feedera SE,Munich District Two,Adult
8097,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,1.0,3.0,Chef 1,Saturday,11.0,Deliver Now Holding,Munich District One,Adult
8098,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,29.0,4.0,Delivery Scooters ,Wednesday,19.0,TownExpress Inc. ,Munich District One,Senior
8099,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,1.0,2.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District One,Student
8100,1302,11/04/2018 00:10,Order by phone,B,Munich District Two,10.0,3.0,Waiter,Sunday,14.0,Deliver Now Holding,Munich District Four,Student
8101,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,5.0,5.0,Chef 1,Friday,17.0,BestOrder Inc.,Munich District One,Student
8102,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,9.0,1.0,Waiter,Friday,11.0,BestOrder Inc.,Munich District Three,Student
8103,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,2.0,4.0,Phone Bill,Sunday,14.0,Feedera SE,Munich District Two,Adult
8104,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,1.0,3.0,Chef 1,Saturday,11.0,Deliver Now Holding,Munich District One,Adult
8105,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,29.0,4.0,Delivery Scooters ,Wednesday,19.0,TownExpress Inc. ,Munich District One,Senior
8106,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,1.0,2.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District One,Student
8107,1303,11/04/2018 00:11,Start preparing pizza,A,Munich District Two,10.0,3.0,Waiter,Sunday,14.0,Deliver Now Holding,Munich District Four,Student
8108,1304,11/04/2018 00:16,Start baking pizza,A,Munich District Two,5.0,5.0,Chef 1,Friday,17.0,BestOrder Inc.,Munich District One,Student
