_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
662;2;132;9;7;Salami;Small;5;Phone Bill;Friday;18;BestOrder Inc.;Munich District Two;Adult
190;2;15;8;2;Magherita;Medium;5;Chef 2;Friday;13;BestOrder Inc.;Munich District Four;Student
280;2;39;36;8;Funghi;Medium;3;Waiter;Sunday;16;TownExpress Inc. ;Munich District Four;Student
1909;2;259;6;11;Salami;Small;3;Chef 2;Saturday;19;Feedera SE;Munich District Three;Senior
1776;2;213;29;3;Salami;Medium;3;Ingredients;Wednesday;18;Deliver Now Holding;Munich District One;Student
404;2;25;29;29;Salami;Large;4;Waiter;Sunday;20;Deliver Now Holding;Munich District Five;Senior
467;2;253;28;39;Magherita;Medium;4;Chef 1;Friday;19;Deliver Now Holding;Munich District Three;Student
1232;2;94;17;2;Magherita;Medium;4;Chef 2;Sunday;13;BestOrder Inc.;Munich District Four;Teenager
673;2;276;6;8;Salami;Large;3;Delivery Guy 2;Sunday;13;Deliveruu Inc.;Munich District One;Adult
796;2;46;8;2;Salami;Small;4;Delivery Guy 1 ;Wednesday;19;BestOrder Inc.;Munich District One;Teenager
1412;2;141;29;10;Calzone;Large;3;Delivery Guy 2;Monday;18;Deliver Now Holding;Munich District One;Student
462;2;31;21;8;Funghi;Large;5;Delivery Scooters ;Saturday;12;Feedera SE;Munich District One;Senior
1966;2;196;16;23;Salami;Medium;5;Delivery Scooters ;Friday;14;Feedera SE;Munich District One;Teenager
285;2;85;49;10;Salami;Small;4;Delivery Scooters ;Monday;19;Deliver Now Holding;Munich District Three;Student
1107;2;85;6;11;Salami;Medium;3;Ingredients;Friday;19;Feedera SE;Munich District Five;Student
944;2;220;6;13;Salami;Large;4;Phone Bill;Sunday;14;BestOrder Inc.;Munich District One;Student
1544;2;227;29;3;Calzone;Small;4;Chef 2;Thursday;18;Feedera SE;Munich District Five;Student
798;2;148;25;7;Funghi;Medium;3;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Three;Student
1547;2;251;36;5;Calzone;Small;5;Ingredients;Sunday;17;Feedera SE;Munich District Two;Teenager
1838;2;158;15;10;Paprika;Small;4;Delivery Guy 1 ;Saturday;13;Feedera SE;Munich District Five;Teenager
34;2;161;22;7;Salami;Medium;4;Phone Bill;Thursday;20;TownExpress Inc. ;Munich District Three;Student
1976;2;49;21;22;Paprika;Large;4;Waiter;Sunday;11;Feedera SE;Munich District Two;Student
223;2;151;16;5;Paprika;Large;3;Chef 2;Saturday;19;BestOrder Inc.;Munich District Two;Student
1925;2;232;15;10;Paprika;Small;3;Waiter;Friday;18;BestOrder Inc.;Munich District Three;Teenager
89;2;275;25;33;Veggie;Small;4;Chef 1;Friday;20;Deliver Now Holding;Munich District Two;Adult
1298;2;40;6;8;Magherita;Large;3;Delivery Guy 2;Friday;18;Feedera SE;Munich District One;Teenager
1542;2;58;32;2;Magherita;Small;5;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Adult
118;2;48;38;2;Magherita;Large;4;Delivery Guy 2;Sunday;13;Deliveruu Inc.;Munich District One;Student
1609;2;152;21;10;Paprika;Small;4;Ingredients;Friday;12;Deliver Now Holding;Munich District Four;Student
506;2;76;29;16;Funghi;Medium;5;Waiter;Friday;18;Deliver Now Holding;Munich District Three;Student
678;2;36;6;7;Salami;Small;4;Delivery Scooters ;Saturday;12;Deliveruu Inc.;Munich District Three;Student
1781;2;184;29;5;Calzone;Large;4;Delivery Scooters ;Friday;19;Deliveruu Inc.;Munich District Three;Adult
698;2;29;34;7;Speciale;Small;4;Waiter;Saturday;19;Deliver Now Holding;Munich District One;Student
330;2;116;50;9;Veggie;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District One;Student
1764;2;206;34;23;Funghi;Small;4;Chef 2;Tuesday;12;Feedera SE;Munich District One;Student
1627;2;192;44;10;Calzone;Small;3;Delivery Guy 2;Sunday;18;BestOrder Inc.;Munich District One;Adult
832;2;112;46;3;Veggie;Small;4;Waiter;Wednesday;13;Feedera SE;Munich District One;Teenager
311;2;225;8;10;Paprika;Medium;3;Ingredients;Wednesday;20;Feedera SE;Munich District One;Student
498;2;298;16;17;Speciale;Small;4;Chef 2;Saturday;11;Deliver Now Holding;Munich District Four;Student
1376;2;121;6;7;Funghi;Small;3;Ingredients;Sunday;12;Deliver Now Holding;Munich District Four;Teenager
153;2;208;5;10;Salami;Large;4;Phone Bill;Saturday;18;Deliver Now Holding;Munich District One;Student
483;2;227;29;22;Funghi;Large;4;Chef 1;Wednesday;12;Deliveruu Inc.;Munich District Four;Student
255;2;81;11;11;Magherita;Large;4;Delivery Guy 2;Friday;18;BestOrder Inc.;Munich District Four;Teenager
272;2;128;20;29;Funghi;Large;3;Waiter;Saturday;12;Deliver Now Holding;Munich District Three;Student
1830;2;44;25;33;Salami;Medium;4;Chef 2;Sunday;12;BestOrder Inc.;Munich District One;Adult
1523;2;44;10;11;Funghi;Small;5;Waiter;Wednesday;19;Heropizza Lmtd.;Munich District Three;Teenager
71;2;300;5;10;Calzone;Large;5;Delivery Scooters ;Friday;14;Feedera SE;Munich District Four;Senior
1399;2;245;16;56;Salami;Small;3;Chef 2;Friday;19;Deliver Now Holding;Munich District One;Student
239;2;282;11;39;Salami;Medium;4;Chef 1;Friday;18;Deliver Now Holding;Munich District One;Student
1192;2;92;36;7;Magherita;Small;5;Chef 2;Friday;18;Deliveruu Inc.;Munich District One;Student
1422;2;134;52;10;Salami;Small;3;Chef 1;Saturday;14;Feedera SE;Munich District One;Student
113;2;281;9;29;Salami;Large;3;Chef 2;Sunday;13;BestOrder Inc.;Munich District Five;Teenager
1817;2;71;5;23;Calzone;Medium;3;Chef 2;Sunday;12;Feedera SE;Munich District Four;Student
1147;2;9;29;9;Magherita;Small;4;Waiter;Friday;18;Feedera SE;Munich District One;Adult
1531;2;69;29;11;Veggie;Small;5;Phone Bill;Friday;17;BestOrder Inc.;Munich District One;Student
1383;2;18;16;9;Speciale;Small;5;Chef 1;Saturday;12;Orderly SE;Munich District One;Adult
1241;2;150;11;22;Magherita;Small;4;Chef 1;Sunday;14;Deliveruu Inc.;Munich District One;Adult
433;2;167;51;5;Salami;Large;4;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District Four;Student
289;2;180;9;38;Funghi;Medium;4;Ingredients;Sunday;18;BestOrder Inc.;Munich District One;Student
1220;2;284;9;23;Salami;Small;2;Chef 2;Monday;16;Feedera SE;Munich District One;Adult
1091;2;51;29;2;Magherita;Large;5;Phone Bill;Friday;19;Orderly SE;Munich District Three;Senior
945;2;261;29;16;Salami;Small;3;Delivery Scooters ;Sunday;18;Deliver Now Holding;Munich District Three;Student
188;2;295;11;10;Veggie;Small;4;Phone Bill;Sunday;19;Feedera SE;Munich District Three;Adult
460;2;27;11;11;Speciale;Large;3;Phone Bill;Friday;19;Heropizza Lmtd.;Munich District One;Teenager
152;2;69;6;7;Salami;Large;3;Distribution channel fees;Sunday;18;Deliver Now Holding;Munich District Three;Teenager
49;2;291;38;13;Salami;Medium;3;Chef 1;Wednesday;12;BestOrder Inc.;Munich District Four;Teenager
848;2;229;29;16;Calzone;Small;4;Chef 2;Saturday;19;BestOrder Inc.;Munich District One;Student
325;2;81;29;7;Calzone;Small;5;Ingredients;Sunday;16;TownExpress Inc. ;Munich District One;Teenager
1759;2;257;9;10;Calzone;Medium;5;Chef 1;Sunday;14;BestOrder Inc.;Munich District Four;Student
973;2;19;43;25;Speciale;Medium;4;Delivery Guy 2;Wednesday;13;Feedera SE;Munich District One;Adult
815;2;191;12;5;Funghi;Large;3;Delivery Guy 2;Saturday;21;Deliver Now Holding;Munich District Two;Teenager
359;2;85;8;7;Calzone;Small;5;Chef 1;Sunday;17;Deliveruu Inc.;Munich District Two;Student
1701;2;181;11;2;Magherita;Large;5;Ingredients;Saturday;18;BestOrder Inc.;Munich District Two;Adult
1612;2;20;19;2;Funghi;Small;3;Chef 1;Wednesday;20;Feedera SE;Munich District One;Student
688;2;192;13;32;Calzone;Medium;4;Distribution channel fees;Wednesday;10;Feedera SE;Munich District Three;Teenager
294;2;62;8;9;Paprika;Medium;3;Phone Bill;Saturday;18;Deliver Now Holding;Munich District Four;Teenager
341;2;206;21;7;Calzone;Medium;5;Ingredients;Friday;21;BestOrder Inc.;Munich District Three;Student
1686;2;173;29;4;Magherita;Small;4;Delivery Guy 1 ;Sunday;17;BestOrder Inc.;Munich District Five;Adult
1526;2;2;10;44;Salami;Small;5;Delivery Scooters ;Monday;18;Feedera SE;Munich District One;Teenager
168;2;214;38;13;Calzone;Small;5;Distribution channel fees;Friday;13;Deliveruu Inc.;Munich District Four;Student
1341;2;94;11;5;Funghi;Small;3;Ingredients;Saturday;12;Deliver Now Holding;Munich District Five;Teenager
503;2;74;51;9;Salami;Large;2;Phone Bill;Sunday;19;Deliver Now Holding;Munich District One;Adult
1957;2;202;5;11;Salami;Medium;4;Phone Bill;Saturday;13;Deliver Now Holding;Munich District Three;Teenager
1006;2;272;21;12;Salami;Small;5;Ingredients;Sunday;17;BestOrder Inc.;Munich District Four;Teenager
612;2;208;29;16;Salami;Small;3;Waiter;Wednesday;14;Heropizza Lmtd.;Munich District Three;Student
1626;2;74;36;13;Funghi;Large;4;Chef 1;Saturday;14;Feedera SE;Munich District Two;Student
751;2;108;49;13;Funghi;Small;3;Waiter;Wednesday;18;Deliver Now Holding;Munich District Three;Student
150;2;222;29;37;Magherita;Small;3;Chef 2;Sunday;13;TownExpress Inc. ;Munich District One;Student
1335;2;220;35;3;Speciale;Medium;5;Delivery Scooters ;Sunday;13;BestOrder Inc.;Munich District Four;Student
934;2;65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
481;2;124;30;8;Salami;Small;5;Chef 1;Sunday;18;BestOrder Inc.;Munich District One;Student
450;2;131;36;29;Magherita;Large;4;Phone Bill;Friday;12;TownExpress Inc. ;Munich District Two;Adult
1975;2;239;10;43;Funghi;Small;4;Ingredients;Saturday;12;Deliveruu Inc.;Munich District Two;Student
797;2;12;9;7;Paprika;Large;3;Phone Bill;Wednesday;18;Deliver Now Holding;Munich District One;Student
42;2;125;36;2;Funghi;Small;3;Waiter;Tuesday;11;Deliver Now Holding;Munich District One;Student
903;2;55;52;3;Magherita;Large;5;Ingredients;Sunday;19;TownExpress Inc. ;Munich District Two;Teenager
1693;2;35;23;11;Magherita;Large;3;Chef 1;Saturday;11;BestOrder Inc.;Munich District Two;Student
1492;2;80;21;10;Salami;Medium;4;Chef 1;Sunday;13;Feedera SE;Munich District One;Student
499;2;56;5;37;Funghi;Large;4;Delivery Scooters ;Sunday;13;Feedera SE;Munich District Three;Teenager
1239;2;242;28;8;Funghi;Large;3;Delivery Scooters ;Thursday;19;Feedera SE;Munich District Four;Student
1082;2;110;35;2;Funghi;Medium;4;Delivery Scooters ;Saturday;19;Feedera SE;Munich District Three;Student
1180;2;51;4;16;Speciale;Small;3;Waiter;Sunday;13;Deliver Now Holding;Munich District Three;Student
1070;2;47;21;44;Funghi;Medium;4;Chef 1;Friday;13;Orderly SE;Munich District Three;Student
4;2;242;5;8;Calzone;Small;4;Delivery Guy 2;Sunday;18;BestOrder Inc.;Munich District One;Student
654;2;284;37;9;Magherita;Small;5;Chef 2;Saturday;12;Deliver Now Holding;Munich District Two;Student
1224;2;291;11;10;Funghi;Small;4;Chef 2;Saturday;19;Deliveruu Inc.;Munich District One;Teenager
1324;2;241;13;31;Speciale;Medium;5;Chef 1;Sunday;13;Deliver Now Holding;Munich District One;Student
641;2;163;10;43;Magherita;Medium;2;Chef 1;Thursday;19;Deliver Now Holding;Munich District One;Student
1777;2;2;10;32;Funghi;Medium;5;Delivery Scooters ;Sunday;21;Feedera SE;Munich District One;Student
1758;2;213;29;9;Funghi;Large;5;Chef 2;Saturday;12;BestOrder Inc.;Munich District Five;Student
1277;2;4;9;1;Funghi;Small;3;Chef 2;Friday;18;Deliver Now Holding;Munich District One;Adult
65;2;64;10;16;Magherita;Small;3;Chef 1;Sunday;13;Deliver Now Holding;Munich District Two;Teenager
317;2;179;8;3;Salami;Large;3;Waiter;Saturday;12;Deliver Now Holding;Munich District Three;Adult
1186;2;250;36;17;Funghi;Small;3;Ingredients;Saturday;12;Feedera SE;Munich District Two;Student
1035;2;102;51;29;Funghi;Large;4;Delivery Scooters ;Sunday;19;Feedera SE;Munich District One;Adult
1436;2;40;11;51;Salami;Medium;3;Delivery Guy 1 ;Saturday;10;Heropizza Lmtd.;Munich District Four;Student
1744;2;177;10;13;Funghi;Small;3;Distribution channel fees;Saturday;15;BestOrder Inc.;Munich District One;Adult
219;2;156;55;2;Funghi;Large;4;Phone Bill;Sunday;14;Feedera SE;Munich District Two;Adult
1868;2;205;23;12;Magherita;Medium;4;Delivery Guy 2;Friday;18;Orderly SE;Munich District One;Teenager
1185;2;150;50;5;Calzone;Small;3;Chef 2;Saturday;14;TownExpress Inc. ;Munich District One;Teenager
590;2;209;36;10;Magherita;Small;4;Chef 1;Friday;10;Feedera SE;Munich District Three;Senior
105;2;181;15;7;Magherita;Small;5;Phone Bill;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
892;2;254;21;8;Funghi;Medium;4;Ingredients;Saturday;13;Heropizza Lmtd.;Munich District One;Student
1200;2;69;11;10;Funghi;Small;5;Chef 1;Wednesday;20;Deliver Now Holding;Munich District Four;Student
1453;2;41;11;39;Salami;Small;5;Delivery Guy 2;Sunday;21;Deliver Now Holding;Munich District Two;Student
1204;2;74;43;47;Salami;Medium;4;Chef 2;Sunday;18;Feedera SE;Munich District One;Student
1129;2;41;6;20;Paprika;Large;4;Chef 2;Friday;12;Feedera SE;Munich District One;Student
707;2;157;19;28;Paprika;Large;4;Chef 2;Friday;13;Deliver Now Holding;Munich District Three;Student
1537;2;236;36;7;Salami;Large;3;Distribution channel fees;Sunday;21;Deliveruu Inc.;Munich District One;Student
1908;2;154;25;4;Salami;Small;4;Ingredients;Sunday;12;Deliver Now Holding;Munich District One;Student
1288;2;101;36;5;Salami;Small;4;Chef 1;Thursday;17;Deliveruu Inc.;Munich District One;Student
1973;2;13;43;32;Funghi;Small;4;Ingredients;Friday;20;Feedera SE;Munich District One;Teenager
1772;2;185;21;46;Salami;Large;4;Chef 1;Friday;14;BestOrder Inc.;Munich District One;Student
785;2;241;8;46;Calzone;Small;5;Delivery Guy 1 ;Thursday;19;Feedera SE;Munich District One;Student
1546;2;125;36;7;Funghi;Large;3;Delivery Guy 2;Saturday;17;Deliver Now Holding;Munich District Four;Student
844;2;84;21;39;Magherita;Large;2;Delivery Scooters ;Friday;18;Feedera SE;Munich District Three;Teenager
1166;2;172;21;5;Funghi;Medium;4;Phone Bill;Tuesday;16;Feedera SE;Munich District One;Student
565;2;132;11;7;Veggie;Small;4;Chef 1;Saturday;14;Heropizza Lmtd.;Munich District One;Adult
996;2;240;29;2;Magherita;Large;4;Phone Bill;Wednesday;10;Feedera SE;Munich District Three;Student
995;2;242;10;38;Funghi;Medium;2;Ingredients;Friday;17;BestOrder Inc.;Munich District One;Student
1057;2;146;8;8;Funghi;Small;4;Delivery Guy 2;Friday;15;Feedera SE;Munich District Three;Adult
942;2;163;29;2;Funghi;Medium;4;Ingredients;Friday;12;Deliver Now Holding;Munich District One;Teenager
876;2;99;10;3;Salami;Medium;4;Waiter;Saturday;13;Deliver Now Holding;Munich District One;Adult
1206;2;46;11;3;Veggie;Small;5;Delivery Scooters ;Wednesday;12;Feedera SE;Munich District One;Teenager
1563;2;107;10;16;Funghi;Large;4;Ingredients;Sunday;12;Deliver Now Holding;Munich District Four;Student
675;2;141;11;11;Magherita;Small;4;Ingredients;Saturday;19;BestOrder Inc.;Munich District One;Student
1340;2;62;11;7;Veggie;Large;4;Chef 2;Friday;18;Deliver Now Holding;Munich District Three;Student
711;2;197;11;5;Salami;Small;5;Delivery Scooters ;Saturday;14;Deliver Now Holding;Munich District Five;Teenager
1576;2;91;6;11;Calzone;Small;4;Chef 1;Saturday;21;Feedera SE;Munich District One;Student
623;2;13;55;15;Funghi;Medium;3;Chef 2;Saturday;18;Feedera SE;Munich District Four;Adult
717;2;273;29;2;Funghi;Medium;3;Chef 2;Monday;12;Deliveruu Inc.;Munich District Two;Student
220;2;171;35;56;Calzone;Large;4;Delivery Scooters ;Saturday;17;Deliver Now Holding;Munich District Three;Teenager
1747;2;26;6;30;Calzone;Medium;4;Ingredients;Friday;14;BestOrder Inc.;Munich District Four;Teenager
1465;2;200;12;2;Funghi;Medium;5;Chef 1;Wednesday;18;Feedera SE;Munich District Two;Teenager
1842;2;247;11;3;Speciale;Large;4;Phone Bill;Saturday;17;Feedera SE;Munich District One;Student
1556;2;56;21;7;Funghi;Large;4;Chef 2;Friday;18;BestOrder Inc.;Munich District One;Adult
1991;2;79;28;10;Speciale;Small;3;Chef 2;Sunday;13;Deliver Now Holding;Munich District Three;Student
147;2;227;55;15;Magherita;Small;3;Delivery Guy 1 ;Friday;21;Deliver Now Holding;Munich District One;Teenager
1017;2;49;52;2;Funghi;Large;4;Phone Bill;Friday;19;Deliver Now Holding;Munich District Three;Student
738;2;229;25;9;Calzone;Medium;4;Delivery Scooters ;Sunday;18;Deliver Now Holding;Munich District One;Student
1949;2;286;21;60;Calzone;Small;5;Chef 1;Saturday;18;Feedera SE;Munich District Two;Student
1836;2;153;52;49;Salami;Large;4;Chef 1;Sunday;19;Feedera SE;Munich District Three;Student
1594;2;101;10;2;Funghi;Small;3;Delivery Guy 2;Wednesday;18;BestOrder Inc.;Munich District One;Student
1900;2;252;36;51;Speciale;Large;4;Waiter;Sunday;12;Deliver Now Holding;Munich District Two;Student
1590;2;221;6;10;Funghi;Medium;3;Chef 1;Sunday;12;Deliver Now Holding;Munich District One;Student
1191;2;156;52;1;Salami;Medium;3;Chef 1;Saturday;11;Deliver Now Holding;Munich District One;Adult
1308;2;30;11;11;Speciale;Small;3;Chef 2;Sunday;12;Deliver Now Holding;Munich District Two;Adult
620;2;133;6;31;Speciale;Medium;3;Chef 1;Sunday;19;Deliveruu Inc.;Munich District One;Teenager
959;2;54;6;49;Funghi;Small;5;Delivery Guy 1 ;Friday;17;BestOrder Inc.;Munich District One;Teenager
1756;2;142;18;11;Magherita;Medium;4;Ingredients;Sunday;13;BestOrder Inc.;Munich District Two;Student
310;2;152;19;56;Salami;Large;3;Waiter;Sunday;18;Deliver Now Holding;Munich District One;Teenager
1408;2;248;50;2;Salami;Small;3;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District Two;Student
1105;2;213;31;2;Salami;Large;3;Chef 2;Saturday;12;BestOrder Inc.;Munich District Five;Teenager
971;2;178;10;39;Veggie;Small;3;Waiter;Sunday;13;Feedera SE;Munich District Five;Student
232;2;15;10;16;Salami;Small;3;Delivery Guy 2;Saturday;13;BestOrder Inc.;Munich District Four;Teenager
393;2;95;10;10;Magherita;Medium;3;Delivery Guy 2;Sunday;13;Feedera SE;Munich District One;Student
715;2;100;6;30;Magherita;Large;4;Delivery Guy 1 ;Thursday;18;Deliver Now Holding;Munich District Two;Student
616;2;61;36;8;Funghi;Small;4;Chef 1;Saturday;19;Deliver Now Holding;Munich District Five;Student
412;2;12;36;9;Salami;Small;3;Chef 2;Friday;12;Deliver Now Holding;Munich District Two;Senior
1467;2;8;36;46;Salami;Medium;5;Phone Bill;Friday;12;Feedera SE;Munich District One;Adult
957;2;199;5;10;Funghi;Small;5;Chef 1;Monday;19;BestOrder Inc.;Munich District One;Teenager
48;2;63;10;1;Salami;Small;3;Ingredients;Saturday;10;Feedera SE;Munich District Three;Student
879;2;254;33;20;Magherita;Medium;4;Chef 2;Saturday;18;Feedera SE;Munich District One;Student
283;2;70;11;2;Salami;Large;4;Chef 1;Friday;18;Feedera SE;Munich District Three;Student
980;2;300;10;29;Magherita;Large;3;Ingredients;Sunday;18;BestOrder Inc.;Munich District Three;Student
1628;2;152;29;13;Calzone;Large;4;Waiter;Tuesday;13;Deliveruu Inc.;Munich District One;Senior
1168;2;247;29;1;Veggie;Medium;5;Waiter;Sunday;17;Orderly SE;Munich District Three;Student
1088;2;116;5;20;Salami;Large;3;Ingredients;Sunday;12;BestOrder Inc.;Munich District One;Adult
452;2;143;11;10;Speciale;Large;4;Distribution channel fees;Saturday;12;Deliveruu Inc.;Munich District One;Student
1125;2;280;11;16;Speciale;Medium;3;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District Three;Student
1405;2;279;29;11;Calzone;Large;5;Chef 1;Saturday;13;Deliver Now Holding;Munich District Five;Student
760;2;86;29;43;Salami;Small;3;Chef 1;Sunday;18;Feedera SE;Munich District One;Student
385;2;46;25;44;Veggie;Medium;3;Chef 2;Sunday;18;Feedera SE;Munich District One;Student
293;2;287;33;35;Magherita;Medium;4;Waiter;Saturday;12;Orderly SE;Munich District Four;Student
608;2;236;9;3;Speciale;Medium;3;Waiter;Tuesday;13;BestOrder Inc.;Munich District Two;Student
1161;2;270;6;2;Speciale;Small;3;Distribution channel fees;Monday;19;Feedera SE;Munich District One;Teenager
1517;2;96;18;29;Salami;Large;3;Chef 2;Friday;19;Deliveruu Inc.;Munich District Two;Adult
741;3;82;54;35;Funghi;Medium;0;Chef 1;Sunday;18;BestOrder Inc.;Munich District Four;Teenager
1395;3;201;29;10;Salami;Small;0;Chef 1;Friday;12;BestOrder Inc.;Munich District Three;Student
300;3;213;36;10;Salami;Large;1;Delivery Guy 2;Sunday;18;Deliver Now Holding;Munich District Two;Student
1169;3;133;21;9;Magherita;Small;1;Delivery Guy 1 ;Wednesday;19;Feedera SE;Munich District Three;Teenager
1862;3;97;9;9;Magherita;Small;0;Phone Bill;Wednesday;21;Feedera SE;Munich District Two;Student
1307;3;262;29;33;Salami;Large;2;Waiter;Saturday;12;Heropizza Lmtd.;Munich District Five;Teenager
274;3;74;21;33;Magherita;Small;0;Delivery Scooters ;Sunday;19;BestOrder Inc.;Munich District One;Student
398;3;8;36;34;Magherita;Small;0;Waiter;Sunday;12;Heropizza Lmtd.;Munich District One;Student
1610;3;63;10;32;Veggie;Medium;2;Chef 2;Tuesday;14;Deliver Now Holding;Munich District One;Teenager
